qid	docid	docno	query	document
E14	8793	552069133274062848	مقتل رجلي أمن سعوديين على حدود العراق	#الفلوجة مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ف... http://t.co/P5kTflHyoJ #الموصل
E14	8794	552069266556452864	مقتل رجلي أمن سعوديين على حدود العراق	#القاهرة مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ف... http://t.co/P5kTflHyoJ #الدوحة
E14	8930	552086100588523521	مقتل رجلي أمن سعوديين على حدود العراق	#السعودية مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ... http://t.co/XogdE1dgdO #الرياض
E14	8828	552071019930730496	مقتل رجلي أمن سعوديين على حدود العراق	#كربلاء مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ... http://t.co/2OhevenhTW #المنامة
E14	8816	552070601200771073	مقتل رجلي أمن سعوديين على حدود العراق	#الاحساء مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ف... http://t.co/xYQ3rklJX9 #الدوحة
E14	8830	552071074754482177	مقتل رجلي أمن سعوديين على حدود العراق	#Iran مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمنط... http://t.co/qgTNTAjW0M #Iraq
E14	8929	552086049212469249	مقتل رجلي أمن سعوديين على حدود العراق	#الرياض مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديي... http://t.co/yalsNa7gUF #الامارات
E14	8817	552070656003567618	مقتل رجلي أمن سعوديين على حدود العراق	#الاحساء مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ف... http://t.co/bQplhxY8l2 #الدوحة
E14	8815	552070579138740224	مقتل رجلي أمن سعوديين على حدود العراق	#الاحساء مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ف... http://t.co/2InCWczv4T #الدوحة
E14	8832	552071113090404352	مقتل رجلي أمن سعوديين على حدود العراق	#Iran مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمنط... http://t.co/H7cGrqTDty #Iraq
E14	8831	552071086964097024	مقتل رجلي أمن سعوديين على حدود العراق	#Iran مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمنط... http://t.co/PdxRxrvYkA #Iraq
E14	8802	552069639828553729	مقتل رجلي أمن سعوديين على حدود العراق	#السودان مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في ... http://t.co/KQZ0X0TGLh #اليمن
E14	8766	552067840581181441	مقتل رجلي أمن سعوديين على حدود العراق	#الاردن مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في... http://t.co/3P5y9rXLHv #فلسطين
E14	8928	552086019441307648	مقتل رجلي أمن سعوديين على حدود العراق	#الرياض مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديي... http://t.co/JAj4fBgP1M #الامارات
E14	8925	552085944027725824	مقتل رجلي أمن سعوديين على حدود العراق	#KSA مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمنطقة... http://t.co/mfKDoVg7MQ #UAE
E14	8592	552054745456590850	مقتل رجلي أمن سعوديين على حدود العراق	#المحرق مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في... http://t.co/jjUsjgK2Hi #الرفاع
E14	8808	552070434347159552	مقتل رجلي أمن سعوديين على حدود العراق	#مصر مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في ... http://t.co/0x1wB7zpN5 #القاهرة
E14	8769	552067895023263744	مقتل رجلي أمن سعوديين على حدود العراق	#الاردن مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في... http://t.co/P5kTflHyoJ #فلسطين
E14	8764	552067833090174977	مقتل رجلي أمن سعوديين على حدود العراق	#الاردن مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في... http://t.co/po4Kl1W7Sy #فلسطين
E14	8809	552070441037082624	مقتل رجلي أمن سعوديين على حدود العراق	#مصر مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في ... http://t.co/iazomXreUe #القاهرة
E14	8780	552068159604158464	مقتل رجلي أمن سعوديين على حدود العراق	#ابوظبي مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في... http://t.co/jRwJDegN3G #الدوحة
E14	8782	552068231444193281	مقتل رجلي أمن سعوديين على حدود العراق	#ابوظبي مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في... http://t.co/P5kTflHyoJ #الدوحة
E14	8455	552049331696435200	مقتل رجلي أمن سعوديين على حدود العراق	#ليبيا مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في ... http://t.co/jRwJDegN3G #المغرب
E14	8456	552049360888819714	مقتل رجلي أمن سعوديين على حدود العراق	#ليبيا مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في ... http://t.co/3P5y9rXLHv #المغرب
E14	8806	552070345616670721	مقتل رجلي أمن سعوديين على حدود العراق	#السعودية مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ... http://t.co/OuvaaSoeIh #الكويت
E14	8477	552050258591498241	مقتل رجلي أمن سعوديين على حدود العراق	#BHR مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمنطقة... http://t.co/CEjVdR43Lh #UAE
E14	8812	552070491318390784	مقتل رجلي أمن سعوديين على حدود العراق	#مصر مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في ... http://t.co/NQwleVEpM4 #القاهرة
E14	8762	552067785770024960	مقتل رجلي أمن سعوديين على حدود العراق	#الاردن مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في... http://t.co/KQZ0X0TGLh #فلسطين
E14	8509	552053089717334016	مقتل رجلي أمن سعوديين على حدود العراق	#الاردن مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في... http://t.co/KQZ0X0TGLh #فلسطين
E14	8510	552053102832926721	مقتل رجلي أمن سعوديين على حدود العراق	#الاردن مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في... http://t.co/jRwJDegN3G #فلسطين
E14	8511	552053126610427904	مقتل رجلي أمن سعوديين على حدود العراق	#الاردن مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في... http://t.co/po4Kl1W7Sy #فلسطين
E14	8512	552053132012707840	مقتل رجلي أمن سعوديين على حدود العراق	#الاردن مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في... http://t.co/3P5y9rXLHv #فلسطين
E14	8514	552053214682443776	مقتل رجلي أمن سعوديين على حدود العراق	#الجزائر مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين... http://t.co/po4Kl1W7Sy #السودان
E14	8515	552053240255094784	مقتل رجلي أمن سعوديين على حدود العراق	#الجزائر مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين... http://t.co/z0REr870cb #السودان
E14	8516	552053361646632960	مقتل رجلي أمن سعوديين على حدود العراق	#القصيم مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في ه... http://t.co/P5kTflHyoJ #العين
