qid	Q0	docno	label	document	query
E07	Q0	551190442784854016	1	عام / باباندريو يعتزم تأسيس حزب جديد قبل ثلاثة أسابيع من الانتخابات اليونانية http://t.co/8c4KO9dlg4 أثينا 11 ربيع الأول 1436 هـ المو...	باباندريو يؤسس حزب جديد
E07	Q0	551186442286690305	1	عام / باباندريو يعتزم تأسيس حزب جديد قبل ثلاثة أسابيع من الانتخابات اليونانية: أثينا 11 ربيع الأول 1436 هـ الم... http://t.co/5V0O1ssTNl	باباندريو يؤسس حزب جديد
E07	Q0	551226800568037377	1	Via @elaph اليونان: باباندريو يعتزم تأسيس حزب جديد - أ. ف. ب. http://t.co/LuPIbqexWi	باباندريو يؤسس حزب جديد
E07	Q0	551212686248120320	1	اليونان: باباندريو يعتزم تأسيس حزب جديد - أ. ف. ب. http://t.co/IzMgdwz7Ye	باباندريو يؤسس حزب جديد
E07	Q0	551105428516372481	1	كشف رئيس الوزراء اليوناني السابق جورج باباندريو، عن خطط لتأسيس حزب سياسي جديد، وهو تطور من شأنه أن يبعده عن... http://t.co/1gErQues6M	باباندريو يؤسس حزب جديد
E07	Q0	551246396926734337	1	باباندريو يعتزم تأسيس حزب جديد قبل 3 اسابيع من الانتخابات اليونانية : http://t.co/5QSpf8P4BX - #اليونان	باباندريو يؤسس حزب جديد
E07	Q0	551246893565505537	1	⚪ رئيس الوزراء اليوناني السابق يعتزم تأسيس حزب جديد قبل ثلاثة اسابيع من الانتخابات #دول_أوروبية #أوروبا http://t.co/KI9mFkVKoS	باباندريو يؤسس حزب جديد
E07	Q0	551187485473398784	1	عام / باباندريو يعتزم تأسيس حزب جديد قبل ثلاثة أسابيع من الانتخابات اليونانية http://t.co/xvoocC8jxK	باباندريو يؤسس حزب جديد
E07	Q0	551227738338910209	1	باباندريو يعتزم تأسيس حزب جديد قبل الانتخابات اليونانية قناة العالم الأخبارية http://t.co/BbWrTunKMb	باباندريو يؤسس حزب جديد
E07	Q0	551687701653905408	0	ميركل: لا مفر من خروج اليونان من منطقة اليورو http://t.co/igN3xIIGTJ #المانيا #ميركل #اليونان	باباندريو يؤسس حزب جديد
E07	Q0	550520594958020609	0	فوز نتانياهو في انتخابات الليكود http://t.co/xR0qqYJHXE	باباندريو يؤسس حزب جديد
E07	Q0	552058919892156417	0	ميركل: لا مانع من أن تخرج اليونان من منطقة اليورو http://t.co/U2JrnDUWxW	باباندريو يؤسس حزب جديد
E07	Q0	552114665086779392	0	اطمنوا على جو تركيا و اليونان النهاردة هيجيلنا بكرة الصفر يقترب	باباندريو يؤسس حزب جديد
E07	Q0	551428826513682432	0	@jon_altarakmah @s_honda19 المفروض انتخابات اليايه ما نستقبل ولا نائب حالي..	باباندريو يؤسس حزب جديد
E07	Q0	551642957154381825	0	قضية فساد حزب اسرائيل بيتنا ووزير الامن الداخلي اهرونوبيتش (احد قادة الحزب ) يأمل ان يكون التحقيق غير متعلق بالانتخابات معاريف	باباندريو يؤسس حزب جديد
E07	Q0	550900060355981312	0	#sudan المهدي يقر بارتكاب حزب الأمة أخطاء في تعامله مع الوطني: أقرَّ الإمام الصادق المهدي رئيس حزب الأمة… http://t.co/tQyQO9d1S2 #السودان	باباندريو يؤسس حزب جديد
E07	Q0	551842980148281344	0	هل تتوقع تزوير انتخابات البرلمان القادمة ؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟	باباندريو يؤسس حزب جديد
E07	Q0	551721357658972160	0	ميركل: لا مفر من خروج اليونان من منطقة اليورو http://t.co/K2guvPwfEI	باباندريو يؤسس حزب جديد
E07	Q0	550524278865932290	0	@zoul_sakit @simsimt عشان كدة بقى في حزب الساطور وحزب القفة.. وحزب حمادة.. وناس الدلكة.. والدلوكة.. وناس ماشة وناس جاية وناس لسع...	باباندريو يؤسس حزب جديد
E51	Q0	558327740253097984	1	الرئيس اليمني عبد ربه منصور #هادي في خطاب الاستقالة: أقدم اعتذاري للشعب بعد أن وصلت الأمور لطريق مسدود. #اليمن	استقالة الرئيس اليمني وحكومته
E51	Q0	558327269698330624	1	الرئيس اليمني عبد ربه منصور #هادي في خطاب الاستقالة: أقدم اعتذاري للشعب بعد أن وصلت الأمور لطريق مسدود. #اليمن http://t.co/egR7eRttrh	استقالة الرئيس اليمني وحكومته
E51	Q0	558896524688916481	1	جمال بن عمر يلتقي الرئيس اليمني المستقيل #عدن_الغد #adenalghad http://t.co/1GGVYmw1i7 http://t.co/GudZGCgAEc	استقالة الرئيس اليمني وحكومته
E51	Q0	558325444764659712	1	احنا مش حينفع نكمل مع بعض يا سناء! الرئيس اليمني هادي في خطاب الاستقالة: أقدم اعتذاري للشعب بعد أن وصلت الأمور لطريق مسدود. #اليمن	استقالة الرئيس اليمني وحكومته
E51	Q0	558329093096493056	1	نص استقالة الرئيس اليمني عبدربه منصور هادي : هادي في رسالة الاستقالة: نظرا للمستجدات التي تظهر منذ 21سبتمبر 2014... http://t.co/sl7wDIDfT9	استقالة الرئيس اليمني وحكومته
E51	Q0	558329584069120000	1	الرئيس اليمني يقدم استقالته للبرلمان والحكومة اليمنية استقالتها إلى الرئيس... #اليمن في مهب الاستقالات #Yemen	استقالة الرئيس اليمني وحكومته
E51	Q0	558324124301287424	1	الرئيس اليمني يستقيل بعد ان قدم تنازلات كبيره للحوثيين . أليس من المفترض ان يستقيل هادي قبل ان يقدم اي تنازلات للمليشيات الهمجيه ؟	استقالة الرئيس اليمني وحكومته
E51	Q0	558323477178888192	1	الرئيس اليمني عبد ربه منصور هادي والحكومة يقدمون استقالتهم من مناصبهم واكتملت المؤمرة الايرانية والعرب في سباتهم http://t.co/oM6E5VXue9	استقالة الرئيس اليمني وحكومته
