qid	docid	docno	rank	score	raw_query	query	document
E14	8824	552070961499877377	19	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Riyadh مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/ReTbezXrcr #Dubai
E14	8823	552070945435697152	20	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Riyadh مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/BOFaUosx2D #Dubai
E14	8813	552070512134746112	21	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Dubai مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجو... http://t.co/X8MWCILWCQ #AbduDhabi
E14	8796	552069484266008577	22	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Bagdad مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/KQZ0X0TGLh #Dubai
E14	8837	552071297153257472	23	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Morocco مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجو... http://t.co/e51wbqagzw #Algeria
E14	8833	552071145113923585	24	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Yemen مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمن... http://t.co/brmiKoctBx #Iran
E14	8840	552071486517673984	25	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Muscat مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ... http://t.co/2InCWczv4T #Riyadh
E14	8839	552071380204650496	26	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Palestine مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجو... http://t.co/2fUhyuVHdY #Cairo
E14	8841	552071495199911936	27	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Muscat مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ... http://t.co/txS29oa67O #Riyadh
E14	8845	552071544302600193	28	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Muscat مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ... http://t.co/359E9dIpxp #Riyadh
E14	8801	552069602818007041	29	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Bagdad مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/po4Kl1W7Sy #Dubai
E14	8844	552071536568311810	30	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Muscat مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ... http://t.co/aZs9757LK6 #Riyadh
E14	8842	552071520764170241	31	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Muscat مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ... http://t.co/vHt4Jw40qZ #Riyadh
E14	8843	552071528473309184	32	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Muscat مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ... http://t.co/4tP9xB6dUP #Riyadh
E14	8798	552069551509098496	33	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Bagdad مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/P5kTflHyoJ #Dubai
E14	8932	552086190816387072	34	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Eygpt مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمن... http://t.co/AaEbAKW10Z #Gaza
E14	8935	552086262585098240	35	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Eygpt مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمن... http://t.co/vTgiByRX6j #Gaza
E14	8472	552049964948275200	36	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Iraq مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/KQZ0X0TGLh #Bahrain
E14	8480	552050422383267840	37	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Ksa مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمن... http://t.co/vAjaEwKMpz #Kuwait
E14	8519	552053458463752193	38	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Bahrain مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم... http://t.co/6c818kFncs #Kuwait
E14	8520	552053467187920896	39	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Bahrain مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم... http://t.co/sf13ACPtMH #Kuwait
E14	8530	552053852443127809	40	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Bahrain مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم... http://t.co/QTcywOvk9y #Kuwait
E14	8531	552053870168252416	41	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Bahrain مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم... http://t.co/Y0zkKXchrk #Kuwait
E14	8532	552053873829883906	42	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Bahrain مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم... http://t.co/UmLQzyVXrO #Kuwait
E14	8535	552053970428915712	43	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Iraq مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمن... http://t.co/7iE6VL4kHg #Syria
E14	8536	552053999226990592	44	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Iraq مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمن... http://t.co/64g5zAyv97 #Syria
E14	8934	552086253064028162	45	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Eygpt مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمن... http://t.co/NIwsMsoz2N #Gaza
E14	8559	552054310427557888	46	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Qatar مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمن... http://t.co/359E9dIpxp #Oman
E14	8560	552054313892057088	47	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Qatar مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمن... http://t.co/KMCUFy0QpZ #Oman
E14	8561	552054317876670464	48	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Qatar مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمن... http://t.co/DsztzUI2HR #Oman
E14	8562	552054347194843136	49	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Dubai مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم... http://t.co/BdrZo08FDC #Abudhabi
E14	8564	552054436973907968	50	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Alain مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/FMgwYh4ZPE #Manama
E14	8566	552054452891299842	51	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Alain مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/0x1wB7zpN5 #Manama
E14	8567	552054460285853696	52	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Alain مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/HcE7dp9wyc #Manama
E14	8568	552054464446611457	53	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Alain مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/ytHyYxz2pV #Manama
E14	8936	552086271330242560	54	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Eygpt مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمن... http://t.co/RLI5QHEF3d #Gaza
E14	8689	552062430713348096	55	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Bahrain مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/8NgqPcadj5 #Iraq
E14	8690	552062450548219904	56	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Bahrain مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/Ravui8YDDH #Iraq
E14	8692	552062601455095810	57	30.43847909340264	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Kuwait مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم ب... http://t.co/62cgEhGCOR #Syria
E14	8079	552004586957844480	58	29.92350622249021	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#بوابة_الشرق | عاجل.. مقتل رجلي أمن سعوديين على الحدود مع العراق http://t.co/mgXhRijdZq
E14	8100	552007497507037186	59	29.92350622249021	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	مقتل رجلى أمن سعوديين فى هجوم إرهابى على الحدود مع العراق http://t.co/hH0LE2VWbE
E14	8155	552013448784384000	60	29.92350622249021	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	"مقتل رجلي أمن سعوديين على الحدود الشمالية مع العراق في هجوم ""إرهابي"" http://t.co/YD1NEvzbyt"
E14	8172	552015587694505984	61	29.92350622249021	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	"مقتل رجلي أمن سعوديين على الحدود الشمالية مع العراق في هجوم ""إرهابي"" http://t.co/H7hrvXLfLm"
E14	8319	552030231863648258	62	29.92350622249021	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	مقتل رجلى أمن سعوديين فى هجوم إرهابى على الحدود مع العراق http://t.co/Ns2bE6p5UZ http://t.co/egwFKfZEda
E14	8396	552039811586879488	63	29.92350622249021	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	"مقتل رجلي أمن سعوديين على الحدود الشمالية مع العراق في هجوم ""إرهابي"" http://t.co/vNK6IZg02H via @France24_ar"
E14	8709	552063541662855168	64	29.92350622249021	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	مقتل رجلي أمن سعوديين على الحدود الشمالية مع العراق في هجوم “إرهابي” http://t.co/8ZtuNUA15v
E14	9079	552109209006116866	65	29.92350622249021	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	"مقتل رجلي أمن سعوديين على الحدود الشمالية مع العراق في هجوم ""إرهابي"". http://t.co/4XjyyvLMEt http://t.co/i2m4PwUkZQ"
E14	9735	552260255925534720	66	29.656577491252527	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	"مقتل رجلي أمن سعوديين بهجوم قرب حدود العراق: قتل رجلا أمن سعوديان وأصيب ثالث في هجوم ""إرهابي"" بمنطقة الحدود ... http://t.co/a6Q5SWlRL5"
E14	8268	552023355247710209	67	29.656577491252527	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	"مقتل رجلي أمن سعوديين بهجوم قرب حدود العراق: قتل رجلا أمن سعوديان وأصيب ثالث في هجوم ""إرهابي"" بمنطقة الحدود ... http://t.co/7X5SjhAjzF"
E14	8805	552070331834183680	68	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#السعودية مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ... http://t.co/hJYWqMriDQ #الكويت
E14	8771	552067954452353024	69	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#مصر مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في ... http://t.co/q3dBUVWIOa #السودان
E14	8931	552086128455471104	70	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#السعودية مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ... http://t.co/X0sLePC02b #الرياض
E14	8792	552069060981035008	71	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#الفلوجة مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ف... http://t.co/KQZ0X0TGLh #الموصل
E14	8772	552067962098552833	72	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#مصر مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في ... http://t.co/po4Kl1W7Sy #السودان
E14	8788	552068742905999362	73	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#بغداد مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في ... http://t.co/3P5y9rXLHv #كربلاء
E14	8827	552070995859623936	74	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#كربلاء مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ... http://t.co/6Jd3zAL5qx #المنامة
E14	8826	552070990801293312	75	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#كربلاء مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ... http://t.co/RT8wNSw06N #المنامة
E14	8787	552068684806508544	76	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#بغداد مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في ... http://t.co/P5kTflHyoJ #كربلاء
E14	8748	552067451161042944	77	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#البحرين مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ف... http://t.co/z0REr870cb #الكويت
E14	8829	552071024779350016	78	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#كربلاء مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ... http://t.co/nZdcC9Rfjx #المنامة
E14	8793	552069133274062848	79	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#الفلوجة مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ف... http://t.co/P5kTflHyoJ #الموصل
E14	8794	552069266556452864	80	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#القاهرة مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ف... http://t.co/P5kTflHyoJ #الدوحة
E14	8930	552086100588523521	81	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#السعودية مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ... http://t.co/XogdE1dgdO #الرياض
E14	8828	552071019930730496	82	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#كربلاء مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ... http://t.co/2OhevenhTW #المنامة
E14	8816	552070601200771073	83	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#الاحساء مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ف... http://t.co/xYQ3rklJX9 #الدوحة
E14	8830	552071074754482177	84	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Iran مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمنط... http://t.co/qgTNTAjW0M #Iraq
E14	8929	552086049212469249	85	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#الرياض مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديي... http://t.co/yalsNa7gUF #الامارات
E14	8817	552070656003567618	86	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#الاحساء مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ف... http://t.co/bQplhxY8l2 #الدوحة
E14	8815	552070579138740224	87	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#الاحساء مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين ف... http://t.co/2InCWczv4T #الدوحة
E14	8832	552071113090404352	88	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Iran مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمنط... http://t.co/H7cGrqTDty #Iraq
E14	8831	552071086964097024	89	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#Iran مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في هجوم بمنط... http://t.co/PdxRxrvYkA #Iraq
E14	8802	552069639828553729	90	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#السودان مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في ... http://t.co/KQZ0X0TGLh #اليمن
E14	8766	552067840581181441	91	29.645637247363563	مقتل رجلي أمن سعوديين على حدود العراق	مقتل رجل سعودي حدود عراق	#الاردن مقتل رجلي امن سعوديين في هجوم بمنطقة الحدود الشمالية مع العراق: مقتل رجلي امن سعوديين في... http://t.co/3P5y9rXLHv #فلسطين
